number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
55,3,1,171,0,1,165
0,1,1,0,0,0,90
2,1,2,170,1,2,65
8,10,1,36,2,0,52
2,3,1,0,0,1,130
1,1,2,363,2,0,30
86,3,2,248,2,1,195
120,5,4,0,0,2,35
62,1,2,58,0,0,80
8,5,3,318,1,0,120
6,7,47,328,1,0,62
2,28,49,224,1,1,675
39,4,1,29,0,1,399
5,15,1,1,1,1,75
11,1,2,0,1,0,78
93,2,1,34,2,1,106
93,2,1,215,1,0,80
17,2,2,68,0,0,43
18,2,1,35,1,1,278
1,1,1,0,0,0,72
0,30,10,365,2,0,47
0,3,1,0,1,1,300
17,3,2,43,1,0,150
12,2,3,279,3,0,89
130,2,2,306,0,1,225
1,4,2,0,0,0,85
91,1,2,57,2,1,57
17,2,3,281,1,1,649
66,2,1,89,1,0,250
0,7,1,0,1,1,125
26,3,3,170,0,0,100
63,3,2,5,0,1,100
23,2,1,0,1,1,250
84,1,1,301,1,0,110
27,2,1,272,0,0,47
45,3,3,6,1,0,100
1,1,1,363,2,2,52
0,26,1,0,1,0,55
11,7,2,173,0,1,500
82,1,1,302,0,1,155
133,2,1,34,0,1,85
9,3,1,90,2,0,45
36,1,1,358,1,1,190
7,2,1,0,1,1,120
42,28,1,16,1,0,29
102,2,1,35,1,1,125
1,3,8,258,1,0,90
18,2,1,123,1,1,132
172,1,1,234,2,1,125
0,3,2,21,2,1,90
185,2,5,0,1,1,190
0,7,3,14,4,1,350
16,3,2,6,0,1,250
47,1,3,178,1,0,80
0,3,1,0,2,1,95
2,7,1,0,1,1,195
35,3,1,2,2,1,100
0,2,1,0,1,1,750
70,5,2,310,1,1,110
1,1,2,0,1,0,75
51,2,1,41,2,1,113
3,1,1,0,1,1,150
1,1,1,365,1,0,89
0,5,1,0,1,1,139
0,30,49,364,1,1,245
27,1,2,365,0,0,100
6,3,2,0,0,1,159
46,2,1,320,1,1,225
1,5,1,55,3,1,70
61,2,1,0,1,1,145
66,7,1,142,1,1,199
0,7,1,0,0,0,40
0,30,1,83,1,1,70
0,31,1,69,2,0,40
37,1,1,0,1,2,80
1,1,1,0,0,1,250
0,2,1,0,1,1,195
7,1,1,0,1,0,55
23,2,2,328,1,1,135
25,4,2,90,1,0,85
0,1,1,0,1,1,400
0,14,1,85,0,1,90
61,2,3,0,1,0,90
16,2,1,0,0,1,84
0,3,1,0,1,0,80
2,5,1,0,0,0,60
1,1,6,24,1,2,69
2,5,1,0,0,1,70
2,2,1,356,0,1,275
18,30,34,311,1,1,115
10,3,1,0,1,1,185
0,4,5,340,0,2,25
0,5,1,270,1,1,195
0,1,1,0,1,1,175
1,30,1,214,1,1,2995
0,30,1,179,0,1,325
28,2,2,132,1,0,67
39,1,2,152,0,0,79
0,1,1,342,2,0,60
1,2,1,15,0,0,50
41,2,1,67,1,0,150
9,1,2,0,0,0,60
197,1,1,342,2,1,100
2,7,1,0,0,0,55
0,2,1,0,0,1,1000
31,5,1,54,1,0,65
0,29,327,329,1,1,194
5,3,1,163,0,1,200
73,3,8,341,0,0,75
9,1,1,0,1,1,200
4,1,1,246,1,1,215
0,5,2,0,0,0,95
5,1,2,125,1,1,249
0,7,1,0,1,1,300
38,4,1,125,2,1,145
37,4,1,185,0,1,180
10,2,4,12,0,1,190
0,7,1,5,1,1,175
0,30,1,38,1,1,153
26,3,1,138,0,1,90
0,30,87,188,1,1,220
9,29,4,326,0,1,150
1,1,1,8,1,0,95
31,3,1,51,1,1,200
0,2,1,321,4,1,80
7,4,2,88,0,0,45
12,3,2,285,0,1,159
8,3,1,0,0,1,135
3,3,1,0,0,0,250
5,6,1,42,0,1,82
4,1,1,365,4,0,45
0,1,3,363,2,0,150
125,3,1,315,0,1,110
1,5,1,0,1,1,400
20,1,17,354,0,0,119
95,1,2,51,0,0,84
14,1,1,0,0,1,100
16,5,1,67,0,1,395
1,5,1,0,0,1,200
22,6,2,56,1,1,151
309,2,2,3,0,1,135
6,3,1,128,0,1,300
0,2,1,41,2,1,71
14,3,1,0,1,1,100
68,2,1,89,4,1,175
0,7,1,0,1,0,42
3,5,1,0,1,1,110
8,5,3,0,1,1,150
16,5,1,4,1,1,60
8,1,6,365,0,0,89
2,2,2,0,1,1,95
10,3,1,332,1,0,80
57,26,3,98,1,0,75
36,30,2,0,1,1,160
0,3,1,0,1,0,120
59,1,1,194,1,0,62
5,30,52,342,0,1,129
0,30,87,188,1,1,210
0,2,1,0,1,1,195
5,2,2,74,0,0,41
0,5,1,188,4,0,75
19,3,2,291,2,1,149
1,30,3,0,3,1,250
22,3,4,125,0,0,79
9,3,1,0,1,1,99
57,32,2,39,1,0,52
4,4,1,2,1,0,101
3,1,4,365,2,0,139
5,2,2,0,0,1,159
0,29,327,349,1,1,212
0,1,1,0,0,0,53
74,2,2,314,2,1,115
3,3,3,0,0,0,50
33,2,3,177,0,1,150
4,1,1,0,1,1,185
1,1,3,0,1,0,109
7,4,1,0,1,1,105
0,1,1,0,1,1,165
0,30,87,362,1,1,169
2,1,1,0,0,1,139
44,2,1,246,1,0,142
1,3,1,364,1,1,399
10,1,4,14,1,2,90
4,3,1,76,4,0,35
7,2,13,276,1,1,260
13,2,1,1,1,1,145
66,1,1,365,1,1,895
1,14,1,0,0,0,75
35,4,1,105,0,1,150
0,1,1,90,2,1,250
0,7,1,0,0,0,55
2,30,1,251,1,1,8500
0,30,1,81,1,1,500
209,3,2,237,0,1,177
3,1,1,233,1,1,117
2,1,1,0,1,1,190
42,5,2,29,1,0,99
44,4,1,249,0,1,175
22,3,1,144,0,1,150
0,25,1,5,0,0,50
17,4,1,208,1,1,220
0,29,96,342,1,1,245
7,1,1,45,0,0,100
8,2,1,3,1,1,166
96,4,2,3,0,1,150
116,3,1,216,0,1,110
59,1,12,194,1,0,115
39,5,3,40,0,0,50
0,30,1,158,1,1,197
1,23,1,0,1,1,300
0,1,1,0,1,0,59
6,1,1,0,1,0,150
6,1,1,87,4,0,68
353,1,4,73,1,0,99
1,14,1,0,1,1,150
28,3,2,57,0,1,150
70,1,10,33,0,0,39
6,8,1,0,0,0,75
4,3,1,0,1,0,128
76,2,1,283,0,1,115
4,28,1,216,0,1,70
0,5,1,0,0,0,77
97,2,8,83,0,0,60
14,1,5,81,0,0,54
1,4,1,0,0,1,110
20,1,3,357,1,0,120
154,2,1,145,1,0,99
295,2,2,188,1,0,68
0,1,10,282,1,0,350
2,1,1,0,0,0,35
0,1,1,0,0,0,100
111,1,5,208,0,0,32
0,25,2,73,1,1,140
0,1,1,185,2,1,175
1,4,1,0,0,0,70
9,7,1,190,1,1,150
32,2,1,0,1,1,198
0,1,4,28,2,1,169
7,2,327,327,1,1,229
1,3,1,0,0,0,45
16,1,1,139,0,0,45
28,3,1,0,0,1,175
12,5,1,9,0,1,150
3,2,1,0,0,1,275
0,31,1,68,0,1,91
132,30,1,83,0,1,155
0,2,1,365,1,0,300
7,2,1,0,0,1,280
4,5,1,0,1,1,145
86,1,1,86,1,0,95
1,5,1,90,0,0,64
9,2,1,0,0,1,170
1,4,1,7,0,1,94
2,4,1,28,0,1,300
0,30,8,237,0,0,60
2,7,10,290,0,2,25
2,30,50,364,1,1,150
0,30,3,176,1,1,230
0,180,4,365,1,1,100
12,2,1,0,0,1,178
1,2,1,346,2,1,125
9,2,3,251,0,0,220
0,2,1,345,0,1,450
77,2,1,106,0,1,150
125,5,3,169,0,1,160
2,30,96,345,1,1,179
13,5,1,153,0,1,235
0,2,2,0,1,0,100
8,2,1,281,0,0,80
18,2,1,1,1,1,148
4,14,1,0,1,0,57
15,2,1,12,0,0,77
2,3,1,0,1,1,100
15,14,1,32,0,1,125
17,40,1,0,1,1,2500
0,30,65,364,1,1,350
1,30,4,120,0,0,40
3,14,1,291,0,1,49
105,3,1,72,0,1,150
0,4,1,0,0,1,70
96,2,3,78,0,0,40
18,2,2,0,0,0,60
9,60,2,199,0,0,38
4,2,3,254,2,0,65
2,4,1,0,1,1,180
12,2,1,124,1,0,119
0,1,1,0,0,1,125
61,2,1,0,0,1,150
1,4,1,0,0,1,105
1,7,1,0,1,0,60
3,3,1,0,1,0,79
16,7,4,130,0,0,40
7,30,25,312,1,1,300
1,1,1,0,4,0,70
0,30,49,364,1,1,198
4,30,103,269,0,0,35
16,3,1,50,1,1,150
4,4,1,0,1,0,50
35,3,1,113,0,0,53
0,1,1,0,0,0,1500
0,29,327,338,1,1,130
0,7,1,44,1,1,250
11,2,3,38,3,1,78
0,2,2,353,1,0,75
4,7,1,10,0,1,75
0,30,121,365,1,1,239
4,7,7,365,2,1,198
0,40,1,118,0,1,110
10,2,2,0,0,0,40
3,2,1,20,0,1,400
3,30,1,249,1,1,110
0,14,1,0,0,1,150
19,2,2,251,0,0,60
0,5,1,0,0,1,100
5,1,3,35,2,0,29
1,5,1,0,0,1,150
2,1,2,0,0,1,125
4,5,1,0,1,1,115
28,60,1,343,1,1,98
59,2,1,0,0,0,50
36,2,8,218,0,0,59
0,1,1,0,1,0,60
107,20,1,144,1,0,120
86,3,2,1,4,0,60
1,5,1,0,1,1,150
0,1,1,0,1,1,200
8,1,4,192,2,0,49
2,7,1,23,0,1,480
4,4,1,0,0,1,150
1,5,1,38,2,1,200
3,1,1,51,0,1,250
6,1,7,176,2,0,58
29,1,1,338,1,1,219
5,5,2,59,1,1,300
24,2,1,0,1,0,89
2,4,1,0,0,1,139
4,5,1,0,0,1,250
2,3,1,0,0,1,125
11,2,327,341,1,1,229
2,1,1,42,2,1,89
13,1,3,11,0,0,85
0,30,1,312,0,1,80
60,2,1,317,1,0,280
0,2,2,22,1,1,100
0,14,1,0,1,1,225
31,3,5,362,4,0,40
2,18,1,16,1,1,85
0,2,1,0,0,1,125
7,2,1,0,1,1,180
0,30,232,329,1,1,227
2,5,1,0,0,1,80
0,10,1,155,0,1,250
0,1,1,267,4,0,150
2,7,2,250,0,0,30
84,4,1,307,0,0,139
20,2,3,3,0,0,40
3,7,1,0,0,0,60
1,1,1,363,1,0,100
0,14,1,0,0,1,159
0,1,2,365,0,0,45
0,1,1,0,0,1,70
0,7,1,0,0,0,60
23,2,1,188,0,1,350
0,1,1,0,0,0,58
2,2,2,0,0,0,50
12,5,1,20,1,1,250
2,5,1,1,1,1,91
0,30,232,227,1,1,211
12,28,1,54,0,1,151
2,2,1,0,1,1,140
0,1,13,353,1,0,100
60,1,2,182,1,0,75
8,1,1,54,1,1,210
0,28,1,166,1,0,100
0,30,23,362,1,1,191
29,2,2,74,1,0,145
1,1,1,188,0,0,65
19,1,1,356,1,0,60
3,5,1,0,0,1,119
0,5,1,15,1,1,370
0,15,1,0,0,1,200
21,2,1,0,0,0,120
12,2,2,0,0,0,42
6,3,1,279,1,1,120
5,30,4,280,1,1,200
3,5,1,0,1,1,279
3,7,1,184,1,0,400
0,1,4,175,2,1,89
2,5,2,0,1,1,200
76,4,1,299,1,1,150
17,30,1,203,1,1,195
104,3,1,34,1,1,225
15,3,1,82,0,0,85
38,4,1,159,1,1,200
3,3,1,0,0,1,89
12,1,5,226,2,0,45
1,2,2,0,0,0,58
2,2,1,10,0,0,90
6,3,1,0,1,1,200
11,2,1,0,1,0,79
1,30,103,260,2,0,59
0,30,96,336,1,1,220
4,3,1,0,1,0,105
9,30,1,173,2,1,66
0,1,1,69,1,1,125
169,3,1,192,0,0,103
3,3,1,0,1,1,85
19,1,7,53,0,0,55
10,7,1,66,0,1,90
141,3,2,114,0,1,130
97,1,5,309,1,0,82
59,2,1,81,0,1,160
2,5,1,12,0,0,112
2,3,1,0,1,1,225
2,7,3,337,2,0,90
55,3,1,7,0,1,150
1,60,1,282,0,1,175
1,2,1,0,0,1,70
3,3,2,322,0,0,60
25,1,1,108,0,1,100
40,2,1,0,1,1,80
0,1,1,0,1,1,249
39,1,2,29,0,1,95
170,2,1,236,1,1,260
16,1,2,310,0,0,40
2,2,2,0,1,0,80
2,3,1,0,1,1,250
5,2,1,0,0,1,125
19,2,1,252,1,1,359
24,1,1,354,0,0,50
358,1,1,3,1,1,145
6,2,327,323,1,1,396
7,5,1,0,1,1,220
4,28,1,95,1,1,210
24,1,5,46,1,2,80
0,14,2,0,0,0,50
55,3,2,12,0,0,47
111,3,2,128,1,0,110
8,5,1,118,0,1,150
2,7,1,0,2,1,200
1,3,1,0,0,0,50
2,7,1,29,0,1,140
0,3,1,135,1,1,425
1,4,1,89,1,1,385
11,2,2,111,0,0,85
4,30,20,310,1,1,130
2,3,1,0,0,1,105
35,1,1,5,0,0,50
1,5,1,8,1,1,175
5,14,1,2,1,1,300
22,1,9,283,1,0,249
4,1,3,342,0,0,80
22,3,1,313,1,1,112
12,3,1,80,1,1,100
3,2,1,0,0,1,80
65,1,2,52,0,0,40
8,4,1,0,1,1,499
29,1,3,24,4,1,150
0,2,2,0,0,0,75
0,3,1,174,0,0,66
48,3,3,44,1,0,85
37,3,2,140,0,1,250
77,2,1,194,1,1,145
1,1,3,60,2,0,85
0,3,1,0,1,0,65
148,1,2,347,2,0,73
12,1,1,0,0,1,75
0,1,1,0,1,1,300
12,14,1,0,1,1,105
44,2,3,51,1,0,92
71,2,4,358,4,0,75
0,2,2,11,0,1,190
72,2,1,231,0,0,99
0,3,1,0,0,1,100
42,3,1,46,0,1,260
17,4,1,11,0,0,65
25,7,1,270,0,1,125
7,2,2,0,0,0,45
114,2,4,240,4,0,49
4,2,327,292,1,1,256
6,2,327,295,1,1,185
14,3,1,189,0,0,250
2,1,1,303,0,0,69
0,2,1,6,1,1,200
46,2,1,0,0,0,88
3,2,1,0,1,1,175
1,4,1,0,2,1,99
89,1,2,94,1,0,30
12,3,1,1,1,1,170
0,14,1,0,1,0,16
0,30,1,172,1,1,110
1,3,1,0,1,0,100
2,1,2,0,1,0,45
4,1,1,273,2,1,137
11,2,1,0,0,1,85
8,3,1,88,1,1,202
11,2,1,0,1,1,250
4,1,1,0,1,0,80
190,2,3,287,0,1,99
11,3,1,43,1,1,380
5,4,1,0,0,1,360
2,2,5,347,0,1,125
7,3,1,0,0,0,50
14,2,1,87,1,1,300
5,2,1,0,1,1,140
31,2,1,45,0,1,90
9,30,3,298,0,1,198
47,4,1,0,1,1,200
39,3,2,263,0,0,40
199,1,1,114,0,0,89
1,1,1,76,0,1,90
23,3,1,88,2,0,79
4,3,2,29,0,1,53
6,4,1,35,1,2,65
4,3,1,364,1,0,94
0,2,1,0,1,0,200
42,2,2,244,0,0,50
0,1,2,358,2,0,100
3,1,1,339,2,1,275
6,3,1,0,0,1,180
0,1,1,0,0,0,66
11,55,1,204,1,0,115
243,3,1,142,1,1,199
1,1,2,0,2,0,55
2,30,29,264,1,1,148
1,30,8,347,2,0,45
15,3,1,54,1,1,1500
9,3,1,67,1,0,75
62,4,1,81,2,1,99
24,1,1,6,2,0,30
0,4,1,0,0,1,195
118,2,1,277,0,1,220
16,1,1,174,1,1,850
3,3,1,0,0,0,100
177,4,1,235,1,0,130
38,3,1,138,0,1,149
8,6,1,43,1,1,160
3,5,1,0,1,1,200
0,25,1,0,0,0,80
0,30,232,223,1,1,289
100,2,1,130,4,1,115
2,1,1,325,1,1,444
9,2,3,117,1,0,106
17,2,1,107,4,1,40
8,15,3,260,1,0,60
4,4,1,11,0,1,225
3,2,1,306,1,1,219
27,1,1,185,0,1,75
3,7,1,141,2,1,105
14,4,1,0,0,1,110
11,4,1,11,0,1,125
0,2,1,32,1,1,300
24,2,1,19,2,0,115
0,180,1,0,1,1,300
7,2,1,0,0,1,115
2,30,5,248,1,0,100
7,3,2,11,0,0,70
59,3,1,0,4,0,49
4,3,1,0,1,1,255
3,3,1,0,2,1,86
0,21,1,0,1,1,145
4,3,1,0,0,1,95
42,2,1,0,0,0,75
1,2,1,0,1,1,300
8,2,1,176,1,1,299
5,88,1,220,1,1,115
9,3,1,0,1,0,120
1,29,96,333,1,1,182
3,2,1,0,1,0,99
168,1,4,147,1,0,124
11,2,1,4,1,1,130
46,2,2,38,1,0,110
4,1,1,0,0,1,120
65,4,1,130,0,1,134
1,3,1,26,0,0,150
1,7,1,0,1,1,160
1,14,2,0,1,1,100
24,1,1,299,0,1,150
0,2,2,0,2,1,165
4,1,2,365,0,1,100
2,1,1,0,0,1,118
6,4,2,8,0,1,150
33,8,1,271,0,1,189
19,3,2,78,0,1,276
14,5,2,50,1,1,365
5,7,1,251,0,1,89
10,1,1,0,1,0,100
0,19,1,0,1,1,500
0,30,232,362,1,1,325
14,14,1,0,0,1,200
0,1,2,161,2,0,99
18,3,1,3,0,1,100
1,3,2,0,0,0,39
1,2,2,0,0,0,50
9,1,1,0,1,1,150
6,2,1,0,0,0,90
5,30,3,332,1,0,48
43,1,2,14,0,0,50
2,30,1,0,1,0,75
0,16,1,0,1,1,150
3,2,1,338,2,1,112
8,2,6,336,2,1,79
2,3,1,0,0,1,200
6,5,7,133,0,0,63
0,2,1,0,0,0,60
3,7,3,324,2,1,100
1,6,1,290,1,1,1200
55,2,1,215,0,1,229
3,2,1,11,0,0,95
56,1,1,288,0,1,82
0,1,1,0,1,1,192
1,30,1,271,0,0,75
10,365,19,97,1,1,93
3,4,1,0,1,1,350
0,5,1,0,1,1,120
1,1,1,0,0,0,85
1,2,1,0,0,0,35
11,1,3,356,1,1,150
38,2,2,243,1,0,150
67,2,1,0,2,0,55
3,30,1,33,1,1,150
11,1,1,40,2,1,55
31,2,1,142,2,1,85
44,5,1,179,1,1,325
7,2,2,87,1,0,86
134,1,3,307,0,0,100
59,3,1,51,1,0,110
4,2,1,0,0,1,150
19,3,1,0,0,1,125
9,3,1,0,0,0,100
34,6,1,76,0,1,360
8,3,2,160,1,0,68
0,1,1,2,0,0,55
17,6,1,188,0,0,77
0,1,1,89,2,0,36
0,2,1,0,0,0,150
4,29,1,0,1,1,179
0,6,1,12,0,0,60
34,3,2,161,2,0,100
127,1,1,19,1,0,85
1,1,1,364,0,1,800
1,30,103,238,2,0,37
1,3,1,0,0,0,60
1,2,1,0,1,0,200
1,5,4,89,1,1,200
8,4,1,0,0,0,90
19,2,1,163,1,1,350
5,6,2,17,1,1,200
0,225,1,365,0,1,110
8,3,1,1,1,1,125
2,3,3,107,2,1,150
2,3,1,291,1,1,180
1,3,1,5,1,0,95
0,3,1,77,2,1,160
57,2,1,73,4,1,140
3,7,1,0,1,1,99
11,4,1,1,1,1,180
18,2,1,1,0,0,77
25,2,1,60,0,0,59
138,1,3,323,4,0,45
37,2,1,1,1,2,42
3,4,1,0,1,0,70
20,4,1,279,0,1,200
60,3,3,17,0,1,395
1,2,3,351,1,1,275
65,1,1,5,0,0,29
3,4,1,145,0,1,125
0,3,2,158,0,0,50
13,10,1,11,1,1,180
5,3,1,0,0,1,145
9,2,1,8,2,1,110
12,30,1,0,0,1,185
9,1,1,0,1,0,95
18,2,1,326,1,0,80
12,2,3,365,2,0,42
0,30,6,365,1,1,299
0,2,1,235,0,1,150
3,30,1,209,0,1,120
0,9,2,365,2,0,62
0,29,96,345,1,1,125
7,4,1,128,1,1,140
1,1,1,0,2,0,55
2,2,1,87,0,1,110
191,3,1,207,1,0,95
3,2,1,0,1,0,175
3,1,2,365,4,0,105
0,1,1,0,1,1,100
1,10,1,1,0,1,275
12,4,1,365,0,0,135
1,31,33,338,1,1,150
1,5,1,0,0,1,140
1,2,1,25,1,0,50
15,1,1,55,0,1,150
84,3,1,32,2,1,140
2,1,3,249,2,0,58
5,3,1,145,2,1,199
1,2,1,94,1,1,145
0,2,1,0,0,0,66
0,25,1,305,0,0,40
0,15,1,180,2,1,90
43,2,2,0,0,0,75
16,2,1,0,1,1,150
0,1,5,0,0,1,129
2,2,1,0,0,1,120
0,29,3,66,0,0,55
70,1,5,193,0,0,30
0,30,232,321,1,1,426
8,3,1,12,0,1,95
3,2,2,103,0,1,120
1,7,1,365,0,0,100
2,3,1,0,1,1,130
70,1,1,300,3,1,65
65,4,1,254,0,1,185
10,2,5,342,2,0,32
28,2,3,38,2,0,65
149,1,4,215,1,0,103
134,1,3,211,1,0,80
0,30,2,220,0,0,45
18,2,1,12,0,1,80
46,2,3,256,0,0,75
30,4,2,179,4,0,60
38,2,1,13,1,0,60
0,1,1,0,4,0,50
0,1,1,365,1,0,995
7,7,1,0,1,1,250
98,1,1,16,0,0,45
41,4,1,151,0,1,142
0,30,121,186,1,1,239
2,30,23,204,2,0,42
7,7,1,0,1,0,69
11,4,2,4,1,0,67
0,6,1,0,1,0,132
63,3,1,0,4,0,52
18,5,2,80,2,0,45
6,2,1,72,1,0,65
10,3,1,0,1,1,225
79,3,1,300,3,1,78
0,2,11,206,1,1,276
11,3,1,188,0,1,160
34,3,1,258,0,1,225
8,1,1,0,0,0,99
0,28,1,90,0,1,150
15,1,4,330,1,0,59
11,3,1,105,0,1,150
30,3,3,73,1,0,160
0,30,8,331,1,1,110
0,7,1,105,0,0,65
20,1,4,162,0,0,60
0,2,1,359,2,1,150
4,2,2,293,2,0,50
1,3,1,0,1,1,155
49,1,1,168,2,0,29
4,3,1,0,0,0,80
23,2,1,4,1,1,154
3,3,6,359,1,0,65
30,2,2,109,1,1,150
0,2,1,81,2,1,95
0,4,1,0,1,1,75
15,2,3,335,0,0,95
11,28,1,151,1,1,250
210,1,12,321,1,0,85
3,1,2,0,0,0,60
0,30,1,119,1,1,125
0,1,1,0,0,0,150
8,4,1,255,1,1,150
30,2,3,219,0,0,89
0,3,1,0,2,0,45
1,3,1,8,1,0,90
30,2,2,35,0,1,126
1,30,5,365,1,1,70
2,4,1,16,1,1,128
6,4,1,0,2,0,63
1,4,1,0,0,1,140
221,1,1,187,1,0,140
7,1,1,0,0,0,65
26,2,2,89,1,0,129
6,30,1,0,1,1,1599
271,1,1,281,1,0,90
0,1,1,0,0,0,50
0,90,1,90,1,0,60
3,6,2,1,1,1,135
1,3,1,17,0,1,130
5,7,1,0,0,0,60
13,1,1,280,4,0,50
1,3,1,0,1,1,260
4,3,1,215,0,1,550
1,1,9,317,1,0,100
0,3,2,320,0,0,45
0,4,1,101,1,0,109
0,30,2,58,1,1,185
0,3,1,0,1,1,800
91,3,1,160,0,1,100
1,4,1,1,1,1,220
20,1,1,313,1,0,200
74,3,1,66,0,0,65
40,1,3,0,1,0,130
45,3,1,0,0,1,150
4,4,1,0,1,1,130
2,1,2,62,2,0,36
10,3,1,323,1,1,158
93,3,1,86,2,1,200
0,29,327,332,1,1,130
4,2,5,168,0,0,58
15,2,1,59,2,1,188
0,1,2,0,1,0,59
28,2,1,31,1,0,96
4,1,1,0,1,1,79
0,7,1,0,1,1,145
58,2,2,188,1,0,50
1,2,1,261,2,1,225
1,7,1,0,2,0,70
26,1,1,0,2,0,60
1,5,1,0,0,0,50
0,10,1,0,2,2,25
25,2,2,184,4,0,49
2,30,96,365,1,1,175
16,2,2,42,2,0,83
1,90,1,0,1,1,250
1,3,1,0,0,1,350
20,1,1,1,0,0,99
123,1,2,333,2,0,65
2,3,1,0,1,1,165
6,3,1,0,0,1,75
141,2,1,299,0,1,150
0,4,1,0,2,1,69
5,7,47,326,1,0,60
33,3,1,0,2,1,97
116,3,1,203,0,1,325
21,1,1,2,1,0,89
0,7,1,0,0,0,45
6,1,2,0,2,0,90
53,2,1,14,1,1,300
8,2,1,8,0,1,120
2,3,1,0,1,1,150
3,4,1,0,0,1,125
9,2,327,294,1,1,407
24,2,1,0,1,1,296
33,1,1,26,1,0,105
6,8,1,0,1,1,120
6,3,2,0,1,1,237
4,2,327,130,1,1,241
0,20,1,33,1,1,350
125,1,1,0,1,1,145
10,5,1,8,0,1,160
6,7,2,216,0,0,40
100,2,1,18,1,0,95
6,20,1,0,0,0,52
0,28,1,41,1,1,75
2,1,1,0,0,0,50
0,1,1,177,2,0,100
6,6,2,225,0,0,54
1,3,1,179,0,0,90
117,3,1,57,1,1,310
12,7,1,0,0,0,80
17,1,1,0,3,0,46
0,1,1,87,2,0,60
1,1,1,0,4,0,73
135,1,2,19,0,0,75
42,5,2,221,0,0,45
51,2,1,10,0,1,130
4,2,1,0,0,1,100
2,4,1,6,0,0,30
2,3,1,0,0,1,180
25,2,1,195,0,1,290
1,1,1,365,0,0,75
10,3,1,0,0,1,150
3,3,1,0,1,1,289
27,1,9,309,2,0,80
1,45,1,2,0,1,70
0,1,1,0,0,0,75
38,3,1,122,0,1,175
151,1,2,135,0,0,55
1,1,1,0,0,0,80
1,14,1,0,1,1,187
12,3,2,17,1,1,199
8,1,1,57,0,0,45
69,3,1,57,1,0,65
26,1,6,0,0,1,100
35,2,2,161,0,0,85
60,2,1,305,1,1,218
0,3,1,0,0,0,30
277,1,3,294,1,0,99
2,3,2,255,0,1,245
2,2,1,0,1,0,95
105,2,1,18,0,1,160
9,2,1,0,1,1,219
5,1,1,0,0,0,70
7,30,5,325,1,1,125
29,2,1,2,1,0,75
0,1,1,0,1,0,200
0,28,4,173,0,1,140
95,3,1,175,1,0,90
6,1,1,299,1,1,190
59,5,5,24,0,1,190
84,1,4,302,2,0,50
18,1,1,142,0,0,70
0,2,1,365,2,1,180
1,3,1,259,1,1,489
134,1,1,0,1,0,119
0,1,3,103,0,0,120
1,3,1,43,0,1,130
1,1,1,326,2,0,60
1,3,2,362,0,0,99
1,2,2,349,2,0,69
23,1,1,3,1,1,145
0,28,1,274,0,1,50
1,2,1,11,1,0,50
1,2,1,179,0,0,56
0,1,1,8,1,1,250
42,6,2,221,1,1,145
55,5,1,82,0,1,170
57,6,2,128,0,1,150
20,6,1,25,1,1,350
5,1,3,332,1,0,55
4,3,3,360,0,1,250
0,14,1,0,4,1,115
1,1,1,167,0,0,85
0,1,1,0,1,0,300
9,3,1,19,1,1,115
37,3,1,174,0,1,250
11,5,1,282,1,1,700
8,7,13,198,0,0,40
0,1,1,0,2,1,90
4,2,1,0,0,1,75
5,8,1,2,1,1,220
2,3,1,0,0,1,125
0,30,37,31,2,0,33
86,29,2,125,0,1,149
1,12,1,0,0,0,95
2,4,1,66,1,1,200
18,1,1,46,1,1,265
0,7,1,0,1,0,67
3,1,1,0,0,1,200
127,2,1,126,0,1,125
7,2,1,0,0,0,60
0,5,1,0,1,1,260
1,1,1,0,0,0,40
261,1,1,245,1,1,295
2,3,1,0,1,1,300
0,1,1,0,0,0,100
49,5,1,314,1,1,525
3,2,1,0,1,1,84
5,1,7,63,1,0,91
9,1,1,245,0,0,90
3,5,1,63,1,1,500
194,3,1,338,1,1,220
3,10,1,17,1,1,150
0,90,2,90,1,1,159
24,2,1,0,1,0,65
0,30,10,365,0,2,41
2,10,1,0,0,1,115
0,4,1,0,0,0,75
12,2,1,0,1,1,380
6,8,1,1,1,1,130
3,30,1,0,0,1,80
1,2,1,0,0,1,200
0,2,4,0,1,1,299
39,14,1,50,1,1,395
23,1,1,107,0,1,243
3,2,1,0,0,1,165
2,2,1,0,2,1,125
11,2,1,246,0,1,175
0,4,1,0,1,0,69
7,5,2,4,0,1,130
93,7,1,70,1,0,105
2,30,52,365,1,1,87
2,5,1,0,0,0,40
17,1,1,5,1,1,160
55,2,1,0,1,0,50
89,5,1,153,1,1,325
1,2,1,0,0,0,55
10,4,1,95,0,1,195
3,1,1,0,0,0,45
1,2,1,0,0,1,135
2,2,5,350,0,1,137
0,1,1,0,1,0,65
11,4,1,156,1,0,80
3,3,1,66,2,0,40
2,1,2,0,0,1,150
29,2,1,333,2,0,65
159,30,1,129,1,1,495
46,1,1,66,1,0,70
92,1,1,0,0,0,60
1,2,1,2,2,1,300
0,1,2,0,1,1,175
0,30,1,280,1,1,225
26,1,1,9,0,0,50
0,1,2,0,0,0,85
0,6,1,105,1,1,389
74,2,1,343,0,0,77
1,30,27,332,0,0,42
0,1,1,0,0,0,80
8,1,1,358,4,0,55
1,2,1,266,1,1,125
0,30,23,339,1,1,200
36,1,2,365,1,0,100
