number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
6,3,1,0,0,1,119
21,7,1,54,0,0,88
2,30,96,312,1,1,175
3,2,1,0,0,1,100
0,7,1,0,0,0,70
1,5,1,0,0,0,70
2,1,1,0,0,0,45
1,30,52,342,1,1,150
0,1,1,0,0,1,125
2,1,2,0,2,0,59
9,7,1,0,1,1,170
0,1,1,171,0,0,60
3,1,2,179,1,0,120
1,1,1,79,1,1,1000
0,4,1,0,0,0,70
0,3,1,362,1,0,65
0,29,327,330,1,1,212
5,21,1,221,0,1,105
117,1,1,18,0,1,85
30,3,2,285,0,1,179
68,2,6,125,0,1,99
5,4,1,0,0,0,30
20,1,1,89,0,0,75
7,3,1,0,1,1,199
0,2,2,0,0,0,55
68,2,2,337,0,0,91
0,14,28,341,1,2,32
191,1,1,0,1,0,130
10,5,1,0,0,1,150
0,4,2,0,0,0,90
3,1,1,0,1,0,90
0,3,1,0,1,1,275
42,2,1,90,0,1,110
0,30,1,179,0,0,1750
90,1,4,77,1,2,60
26,3,1,0,1,1,185
2,5,1,15,1,1,200
0,4,1,189,0,0,55
0,10,1,21,1,1,100
2,6,1,19,2,1,160
4,3,1,0,0,1,100
2,30,7,361,1,0,89
11,2,1,0,1,1,200
103,1,1,19,1,0,60
9,9,1,0,1,1,150
16,5,1,299,3,1,150
10,2,327,330,1,1,404
108,1,2,130,0,1,165
8,4,8,290,3,0,34
41,1,1,3,1,0,110
0,1,1,31,0,0,67
86,2,1,115,2,1,80
35,2,4,176,0,0,59
3,2,5,167,0,0,58
1,1,2,0,0,0,54
66,15,2,89,1,1,199
2,30,52,365,1,1,130
193,1,4,270,0,1,135
0,30,23,353,1,1,200
29,30,1,222,0,1,80
3,1,3,0,1,0,109
3,3,1,16,1,1,250
14,4,1,33,1,0,85
47,2,1,318,4,1,120
1,2,4,87,0,2,35
35,1,1,94,1,0,60
0,1,2,0,0,0,70
0,4,1,0,1,1,200
79,1,2,178,0,0,58
54,3,1,331,2,1,89
0,1,1,8,0,1,192
38,1,2,122,2,1,165
0,1,2,0,0,1,250
2,1,1,0,0,0,85
10,2,1,345,1,1,235
16,3,1,0,0,1,175
143,3,1,3,2,1,115
91,1,3,246,0,1,61
2,1,6,365,2,0,95
1,3,1,0,0,0,120
0,14,1,283,1,0,110
10,1,1,205,2,0,40
13,3,1,2,0,0,35
5,5,3,31,0,1,300
27,4,1,188,1,0,81
1,3,1,0,1,1,80
4,1,1,3,1,1,70
0,3,2,88,1,2,139
2,1,1,0,1,1,300
8,3,1,188,1,1,180
12,6,2,251,1,0,107
0,5,2,0,0,0,50
5,2,1,78,1,0,130
48,1,3,321,1,1,150
163,2,2,331,0,0,95
11,1,5,183,2,0,70
1,1,1,179,3,0,65
0,1,1,0,0,0,60
34,30,2,333,1,1,1100
9,3,1,19,0,0,99
39,1,4,353,2,0,52
11,3,1,203,1,0,110
12,1,5,87,2,0,60
2,5,1,0,0,1,100
0,30,5,341,0,2,35
19,3,1,9,1,1,150
4,2,3,70,4,0,56
2,3,3,5,0,0,80
45,2,2,0,1,0,69
2,2,2,0,0,0,89
2,1,1,90,0,0,100
15,3,13,365,0,0,45
0,3,1,161,0,1,210
5,30,9,332,1,1,166
24,1,1,0,2,0,30
31,1,2,1,2,0,90
37,1,1,0,2,0,60
85,2,1,33,0,1,62
0,5,2,39,1,1,200
0,30,12,365,1,1,169
1,1,1,0,1,0,67
11,2,1,194,1,1,299
44,4,1,335,1,1,270
0,4,1,0,1,1,550
36,3,1,332,0,1,150
100,3,1,6,0,1,100
2,3,1,73,1,1,210
0,30,121,297,1,1,369
7,3,1,12,0,0,40
22,2,3,5,0,1,80
13,2,2,0,2,0,95
28,3,3,302,0,0,52
6,3,1,32,0,1,214
171,1,1,53,1,1,90
10,30,1,302,0,1,86
9,3,1,0,1,1,198
1,1,2,357,0,0,149
1,1,1,365,1,0,85
8,5,1,244,3,1,200
12,5,2,189,0,0,180
8,23,2,35,1,0,54
0,3,2,178,2,0,50
62,3,2,58,4,1,109
13,1,1,0,1,1,100
11,2,1,55,1,0,100
5,1,3,361,0,0,50
5,2,2,0,2,0,35
1,3,1,0,1,0,350
12,3,1,112,0,0,108
0,5,1,0,0,1,120
3,2,1,6,1,1,225
4,3,1,188,0,0,51
20,4,1,107,2,1,147
4,3,4,364,0,1,290
1,29,1,200,0,1,75
0,2,2,364,1,0,75
0,2,11,162,1,0,590
5,7,3,3,1,0,59
4,7,9,120,0,0,42
56,3,2,163,1,1,500
35,3,1,337,1,0,120
0,1,1,364,1,1,346
152,5,2,110,1,0,69
15,4,1,13,1,1,352
164,1,1,340,0,1,199
0,7,1,0,1,1,250
0,1,1,0,1,0,110
6,3,1,194,0,1,200
6,3,1,0,1,0,75
3,2,1,128,1,1,179
8,10,1,0,0,1,175
17,2,1,0,1,1,150
1,1,2,360,0,0,39
0,3,2,77,2,0,64
12,3,3,0,1,0,90
18,14,1,0,0,0,36
254,3,1,271,0,0,120
58,2,4,1,0,1,207
6,7,1,0,1,1,175
10,3,3,352,2,0,42
20,2,1,0,0,1,250
0,7,1,0,1,1,93
8,3,1,231,1,1,350
44,3,1,135,0,1,99
2,2,1,0,0,1,110
2,2,1,0,1,1,500
163,1,1,102,1,0,40
0,7,2,73,1,1,255
0,1,4,365,1,0,270
5,3,1,0,0,0,90
0,1,1,365,1,1,3750
2,1,1,0,1,1,175
3,2,1,309,0,1,160
7,4,1,0,1,1,169
6,2,1,0,1,1,153
0,5,1,310,0,0,150
21,2,1,154,0,1,80
4,5,1,0,1,1,180
21,1,2,0,0,1,50
0,2,1,0,0,0,55
0,30,1,310,1,1,650
26,4,1,0,0,1,100
7,2,327,265,1,1,495
10,30,39,67,1,1,150
10,2,1,0,1,1,250
12,3,1,0,1,1,225
3,2,1,0,0,0,45
14,2,2,356,4,1,289
0,299,1,0,0,0,80
0,1,1,0,1,1,87
24,3,2,72,4,0,80
37,1,1,139,1,0,75
3,2,3,9,1,1,220
83,5,2,242,1,1,120
19,1,3,0,2,0,55
1,3,1,5,1,1,115
1,3,1,245,1,0,40
21,1,2,47,0,0,55
9,1,2,89,1,0,169
4,2,1,0,0,0,50
29,4,1,15,3,1,51
65,30,2,99,1,0,59
0,30,9,353,1,1,170
52,2,1,35,1,1,185
12,2,1,0,1,0,90
9,30,2,345,0,0,27
20,3,1,164,0,1,49
0,1,2,363,0,2,149
0,30,2,274,1,1,175
16,2,1,355,0,0,60
0,7,1,0,0,0,50
5,30,4,263,0,0,35
1,1,11,364,1,0,65
6,2,1,0,1,0,65
67,2,1,179,1,0,120
0,1,1,0,1,1,80
10,4,1,0,1,1,190
121,2,1,70,1,0,149
49,10,1,152,0,1,130
1,1,1,0,1,1,139
0,2,1,0,1,1,250
57,4,1,0,1,1,175
5,2,1,0,1,1,240
0,1,1,1,1,1,85
1,5,4,173,2,1,110
20,3,3,283,1,1,260
1,30,6,347,0,1,85
3,7,1,157,0,1,165
3,1,2,359,2,1,160
67,1,1,348,0,1,135
14,3,3,106,2,0,49
2,7,1,0,1,1,115
73,1,2,30,2,0,80
15,1,1,45,1,0,44
220,1,1,319,2,0,89
6,2,1,0,1,1,150
0,3,1,0,1,0,80
0,3,1,0,2,0,25
12,30,1,358,1,1,275
3,1,2,0,1,1,130
15,4,1,0,1,1,199
58,2,1,0,0,1,92
0,5,1,0,1,0,800
80,1,1,340,1,0,125
0,5,1,0,0,1,139
8,3,2,361,1,0,100
0,4,1,176,0,1,185
11,5,1,171,1,1,180
7,1,1,188,1,1,250
10,1,1,310,4,0,55
4,3,1,170,2,1,60
53,30,4,309,1,0,85
14,1,4,249,2,1,199
2,7,9,131,0,0,35
5,7,1,16,0,1,175
0,1,1,0,1,1,122
1,5,1,0,0,1,129
0,15,1,0,0,0,45
4,7,2,90,2,0,49
3,3,1,0,1,1,220
6,3,1,235,1,1,170
13,30,15,323,1,1,99
4,2,1,146,1,0,90
48,4,5,153,1,0,73
38,2,2,307,0,0,99
7,5,1,0,0,1,200
92,4,1,39,0,1,95
5,5,1,0,1,0,50
0,29,96,324,1,1,170
80,2,3,35,0,0,51
6,1,1,0,0,0,65
0,1,6,229,0,0,62
0,2,1,0,0,0,89
49,7,3,296,1,0,140
48,1,2,296,4,0,60
8,3,1,0,2,1,45
1,2,1,163,1,1,319
0,30,232,157,1,1,273
4,1,2,167,4,0,47
1,5,1,36,1,1,200
9,4,2,233,1,1,220
0,1,2,33,0,1,125
7,1,1,0,0,0,90
0,2,1,46,1,1,168
52,1,1,262,0,1,134
39,2,2,158,0,0,66
0,1,1,0,1,0,65
403,2,3,201,1,1,189
15,4,1,324,0,0,50
0,2,1,88,0,0,150
12,2,4,48,0,1,140
8,1,1,0,1,0,75
1,1,2,0,1,0,199
59,1,2,54,0,0,29
33,30,1,247,1,1,120
1,2,1,5,2,1,174
267,2,1,18,1,0,95
17,8,1,0,0,1,90
6,5,1,0,1,1,230
12,2,1,51,0,0,57
29,3,1,0,0,0,95
132,3,2,321,0,1,152
46,2,2,0,1,0,75
5,1,1,0,1,0,58
9,2,1,360,1,1,230
0,7,1,365,1,1,1000
6,2,2,317,2,1,175
0,2,1,364,2,1,200
48,2,1,365,0,1,500
0,4,1,193,1,0,750
2,28,1,24,0,1,146
4,3,2,0,0,0,60
1,5,1,0,0,0,45
1,30,1,45,0,1,93
26,2,2,266,0,0,75
4,2,1,344,0,1,200
1,8,1,157,0,0,80
9,90,1,338,1,0,80
8,7,1,302,1,1,285
1,3,1,194,0,1,300
3,1,1,228,0,1,150
0,2,1,55,1,1,500
2,3,1,39,0,0,50
0,15,1,214,1,1,799
17,3,3,77,0,1,90
0,3,2,280,0,1,245
68,3,4,128,0,1,100
0,3,1,364,0,0,100
5,1,4,334,2,0,65
3,4,1,3,1,1,200
15,2,2,365,2,2,500
13,3,1,0,1,1,225
102,1,2,243,0,1,100
0,2,2,0,0,0,120
0,4,1,22,1,0,99
48,3,2,181,1,0,89
0,30,65,249,1,1,225
17,1,4,208,2,0,33
2,1,1,0,1,1,150
0,30,232,330,1,1,278
198,1,1,250,1,1,110
8,3,1,0,1,1,220
60,3,2,246,1,0,55
1,7,1,0,0,1,450
2,1,7,0,1,0,415
67,1,12,241,1,0,105
57,7,1,125,1,1,115
204,1,1,163,0,0,60
2,4,1,157,1,1,475
22,2,1,0,1,1,69
74,1,1,338,2,1,290
0,5,1,0,0,1,200
1,2,2,56,0,1,275
1,3,1,0,1,1,150
78,1,1,312,0,1,320
0,7,2,0,0,0,62
2,6,1,36,0,0,75
3,3,1,330,1,1,225
0,3,3,0,0,1,120
13,28,1,0,1,1,250
11,15,2,331,1,1,185
13,4,2,18,0,1,115
5,30,2,308,1,1,79
1,14,1,180,1,1,490
0,1,1,180,1,1,110
12,30,2,0,1,1,159
22,4,1,0,0,1,595
4,2,1,0,1,0,90
0,4,1,0,1,1,180
89,1,1,139,1,1,150
131,1,1,277,1,1,148
6,30,1,8,0,1,130
21,4,2,5,1,1,150
3,2,2,0,1,0,60
129,2,1,346,0,0,80
105,2,1,131,4,1,60
107,1,2,62,1,0,124
0,30,1,129,0,1,130
1,30,8,321,2,0,45
0,2,1,55,1,1,315
23,1,1,290,0,0,65
10,30,34,303,1,1,130
0,1,1,0,1,1,180
2,40,2,85,2,1,85
199,3,1,272,0,1,175
0,14,1,0,0,0,50
20,2,1,5,1,0,85
43,2,1,302,0,0,45
0,1,1,0,1,0,154
49,5,1,0,0,1,250
26,1,1,174,0,0,49
91,2,1,65,2,1,100
0,1,1,5,1,1,750
4,2,1,0,1,1,195
93,3,1,89,0,1,105
8,3,1,0,0,1,88
5,1,1,180,2,0,80
54,5,1,236,1,1,145
152,1,3,248,1,1,175
1,2,4,354,1,1,140
6,2,1,0,0,1,125
1,60,1,0,1,1,80
40,1,7,59,0,0,102
5,3,1,0,1,0,129
31,1,1,90,2,0,95
13,1,2,0,0,0,70
11,2,1,88,1,1,175
0,1,1,168,2,0,200
2,3,1,1,1,1,180
0,1,1,0,1,1,230
3,3,1,345,0,1,150
104,2,3,362,0,0,69
8,2,1,6,4,2,33
271,200,2,64,0,1,130
0,1,1,127,2,0,70
0,5,1,0,0,0,52
3,30,91,213,1,1,142
13,2,1,16,1,1,300
1,5,1,0,0,1,99
0,2,1,15,1,1,400
0,2,1,8,0,1,150
10,5,1,68,2,0,65
1,7,1,42,2,1,300
28,2,2,80,1,0,70
84,4,1,93,4,1,150
19,7,1,11,1,0,99
154,3,2,153,1,0,72
3,3,1,0,1,1,250
1,3,1,0,1,0,49
0,1,1,0,1,0,90
5,1,1,0,2,0,58
0,5,10,356,0,0,40
3,3,1,0,1,0,80
17,1,2,365,2,2,45
24,2,1,0,0,1,110
0,2,1,119,0,1,190
87,1,1,108,0,0,90
1,6,1,0,1,1,150
3,4,1,0,0,0,65
0,1,1,0,4,0,99
2,1,1,0,4,0,55
30,5,2,0,1,0,45
1,30,7,226,0,0,68
14,3,2,153,0,1,150
3,5,1,179,1,0,65
3,2,1,0,1,1,220
1,2,1,342,1,0,180
72,5,1,7,0,0,60
12,3,1,274,2,1,125
8,2,2,4,0,0,69
79,4,1,211,1,1,180
23,2,1,77,0,1,225
23,2,1,295,1,1,185
1,1,1,0,1,0,165
198,1,1,169,1,1,96
1,1,1,0,1,0,150
1,5,1,0,1,1,434
0,7,13,365,1,0,169
28,1,1,73,4,0,50
0,60,91,353,1,1,159
6,1,17,358,0,0,139
13,5,1,0,1,1,100
3,1,2,0,1,0,70
63,4,1,67,0,1,123
6,4,1,0,0,1,120
0,3,1,0,0,0,100
7,30,96,280,1,1,175
0,1,1,0,0,1,125
11,5,1,0,1,0,100
0,28,1,365,0,0,55
3,7,1,44,0,1,225
87,1,3,24,0,0,55
74,1,3,236,0,1,50
0,1,1,363,1,0,85
0,10,1,0,1,0,40
205,1,6,179,1,0,75
0,29,96,333,1,1,222
4,2,3,325,0,1,175
94,4,1,326,0,1,180
4,2,1,27,0,1,275
0,2,1,0,1,0,37
113,1,1,13,0,1,89
104,2,1,0,0,0,57
110,3,1,246,1,1,199
1,7,1,0,0,1,49
130,4,2,270,1,1,215
179,2,1,0,0,1,165
2,1,1,0,4,2,60
1,28,49,251,1,1,675
0,1,1,0,1,1,179
3,2,1,0,1,1,119
2,3,1,0,0,0,40
1,9,1,83,0,0,60
14,2,1,124,0,1,185
16,3,2,0,1,0,95
15,2,1,0,0,1,61
4,1,1,357,0,1,800
1,30,32,346,1,0,60
0,3,1,0,1,0,200
36,4,1,80,0,0,65
51,5,1,57,2,1,80
12,30,16,325,1,1,150
0,1,4,321,2,0,49
37,1,1,142,2,0,55
8,7,1,0,1,1,200
19,5,1,295,0,1,129
14,6,1,335,1,0,44
0,1,1,0,1,1,150
31,3,1,365,0,0,44
0,11,1,25,0,1,100
1,2,1,361,2,1,93
4,2,1,79,0,0,365
0,7,1,0,1,1,125
9,5,1,78,0,1,150
16,4,1,14,1,1,220
10,7,1,0,0,1,75
0,1,3,365,1,2,65
36,2,1,321,0,1,200
23,1,1,0,3,1,89
2,4,1,0,0,0,45
26,3,1,219,0,1,100
4,3,1,0,1,1,130
1,3,1,0,1,1,90
2,30,23,362,1,1,229
1,1,1,0,1,1,225
8,2,327,108,1,1,257
6,2,2,273,0,1,225
41,2,2,0,0,0,75
6,2,1,0,0,1,58
4,1,1,50,0,1,200
121,1,2,171,0,1,175
0,4,1,0,0,1,400
6,3,1,15,2,1,95
24,5,1,0,0,1,100
8,1,8,312,1,1,299
2,1,7,362,1,2,77
5,2,1,158,0,1,175
6,3,2,43,0,1,120
0,1,1,0,1,1,500
2,5,1,0,1,1,140
12,5,1,0,0,1,80
33,2,2,65,1,0,80
37,5,2,0,1,0,150
11,2,2,44,0,0,55
1,2,1,133,2,0,45
154,30,1,157,0,1,165
25,3,1,157,0,1,225
51,2,1,295,2,1,110
4,1,1,0,0,0,50
58,3,1,138,1,1,165
1,3,2,107,0,1,150
4,1,1,113,1,0,108
38,2,2,290,0,1,110
4,5,1,9,0,1,200
338,2,2,225,0,1,225
2,2,1,335,1,1,250
7,2,1,0,2,1,71
7,1,17,226,1,1,153
28,1,3,364,1,1,235
64,3,1,264,2,1,150
13,1,2,361,1,0,500
19,2,1,337,2,0,50
15,2,2,230,1,1,199
14,2,1,97,1,0,79
0,2,1,318,0,1,280
0,7,1,0,1,0,70
0,2,1,0,0,0,70
55,1,1,345,0,0,78
90,2,1,35,1,1,165
0,1,1,0,1,1,300
2,2,327,315,1,1,244
136,4,1,17,1,1,119
3,30,29,204,1,1,118
4,5,2,0,0,1,80
7,1,1,0,1,1,118
4,3,1,69,0,1,150
20,1,1,81,1,0,120
2,2,1,0,2,1,150
59,2,1,360,1,0,125
10,4,1,74,2,0,63
3,5,2,364,4,0,55
124,5,2,279,1,1,124
0,7,1,39,1,2,300
23,2,1,365,1,1,300
6,2,327,153,1,1,243
49,2,3,233,0,1,180
3,2,1,89,2,0,85
166,1,2,0,0,0,54
4,3,1,0,1,1,180
0,1,1,9,0,0,60
16,4,1,300,0,0,69
4,2,2,336,1,1,249
38,3,1,157,1,2,85
9,1,1,340,2,1,125
8,1,2,0,1,2,90
11,1,1,29,0,0,125
59,2,1,36,2,1,85
0,30,29,331,1,1,117
1,2,1,0,1,1,160
207,3,1,151,0,1,170
17,3,1,14,0,1,125
0,4,1,0,0,0,40
28,7,1,340,1,1,900
16,1,1,0,1,1,170
64,2,2,225,0,1,69
0,2,8,343,4,1,99
18,2,1,1,1,1,199
1,30,232,274,1,1,305
101,28,1,167,0,1,105
6,6,1,0,1,0,40
63,2,1,239,1,1,275
58,1,5,75,2,0,45
5,2,2,301,0,0,70
14,17,4,362,0,0,60
1,3,1,0,1,1,200
11,4,1,3,1,1,150
132,4,2,195,0,0,55
0,7,1,19,0,0,65
35,3,1,5,1,0,60
51,2,1,5,0,1,77
22,2,1,0,1,1,175
4,2,1,0,0,1,98
0,1,1,89,1,0,2800
2,1,2,365,1,0,228
10,1,2,0,0,0,80
78,2,1,0,1,1,173
1,1,1,365,4,0,65
19,3,1,194,1,1,175
19,4,1,349,1,1,1000
6,3,1,0,0,1,95
118,4,2,17,3,1,60
10,14,1,0,0,0,50
2,7,3,311,1,0,85
2,3,1,0,0,0,50
4,5,1,0,0,1,145
7,2,1,0,0,1,250
2,10,1,0,1,1,189
0,7,1,0,0,1,750
10,4,1,348,1,1,225
30,2,1,274,0,1,250
6,3,1,0,0,1,166
1,1,1,0,1,1,77
123,2,2,263,0,1,150
32,1,1,0,1,1,225
3,6,1,0,0,1,290
1,1,1,0,0,0,40
2,2,1,0,1,1,250
37,2,1,35,4,1,40
3,3,1,0,2,1,120
38,2,3,0,0,0,80
3,1,1,0,1,1,170
1,1,5,335,1,1,560
0,2,1,157,1,1,205
23,30,1,226,0,1,93
2,2,1,125,1,0,65
37,3,2,334,0,0,72
10,4,1,10,1,1,269
74,3,1,251,0,1,95
0,14,1,59,1,1,160
19,5,7,140,0,0,71
81,2,1,0,1,1,175
1,6,1,0,0,0,50
281,1,3,322,2,0,59
3,1,1,0,0,0,30
3,30,1,0,0,1,250
37,2,2,97,2,0,100
0,4,1,0,1,1,100
0,20,1,35,0,1,150
85,3,1,158,1,1,249
58,6,1,0,0,1,70
24,30,8,358,2,1,95
27,2,2,0,0,0,60
7,4,1,0,1,1,250
48,1,1,312,0,0,72
35,3,1,207,1,1,148
100,2,1,280,0,1,100
28,5,1,0,1,1,170
3,7,1,0,1,1,120
1,1,1,0,0,0,45
0,60,1,311,1,1,80
4,5,1,9,1,1,208
36,2,1,218,1,0,79
10,5,1,0,0,1,160
2,5,1,0,1,0,90
10,7,1,0,1,1,168
6,3,4,305,2,1,149
0,3,1,0,2,0,100
0,10,2,83,1,0,63
8,2,1,42,1,1,172
56,1,3,0,0,1,65
0,3,1,0,1,1,190
2,2,1,0,1,0,60
5,1,1,31,1,1,75
23,3,1,17,1,1,270
18,3,1,26,1,1,250
72,4,2,343,0,0,49
56,10,1,131,1,0,71
0,4,1,27,0,1,92
61,2,1,90,0,0,100
3,30,6,321,4,0,40
0,3,1,0,2,2,150
4,6,1,365,1,0,270
188,2,1,39,1,0,85
1,1,1,0,2,0,60
13,3,2,333,0,0,69
4,7,1,4,1,1,250
9,5,1,6,1,1,150
3,90,39,0,1,1,250
0,1,1,365,0,1,900
6,5,1,0,0,1,65
2,7,1,135,1,1,190
2,30,91,140,1,1,125
0,7,1,5,0,0,90
0,1,2,0,1,0,96
0,6,1,0,0,0,60
2,1,1,0,1,1,90
3,2,1,47,2,0,45
10,1,1,361,1,1,75
58,3,1,152,1,1,200
181,1,1,282,0,0,84
4,3,1,0,2,1,150
165,4,1,15,0,0,81
2,4,1,5,1,1,170
17,4,1,0,0,1,158
7,2,1,0,1,1,130
8,2,1,0,1,0,65
0,1,1,0,0,0,90
5,2,327,76,1,1,316
5,2,327,350,1,1,229
9,1,1,0,1,1,195
5,7,1,0,1,1,150
42,2,3,334,2,0,95
0,5,1,0,0,0,75
38,1,1,360,1,1,272
2,7,1,279,2,0,53
0,14,1,0,2,0,80
1,30,43,365,0,0,57
19,14,1,279,1,1,133
25,2,3,280,3,0,69
20,2,5,230,2,2,40
77,2,1,88,0,1,200
0,3,1,105,0,0,78
1,2,1,62,0,0,80
1,4,1,0,1,1,101
1,3,1,0,0,1,115
0,3,3,187,1,0,80
129,1,3,365,1,0,80
0,29,327,334,1,1,184
51,2,1,351,0,1,125
73,1,1,0,2,0,29
0,2,1,0,0,0,70
55,3,1,5,0,1,147
0,20,2,66,2,0,75
0,30,121,352,1,1,239
11,1,1,129,2,1,63
21,1,1,46,1,1,156
0,2,1,0,0,1,130
279,3,1,301,0,0,100
8,7,2,301,0,1,90
0,1,1,0,1,0,110
11,2,2,117,0,0,120
21,15,1,360,0,0,69
2,7,1,0,0,1,135
44,4,1,341,1,1,155
81,4,2,310,0,1,275
14,21,1,0,1,1,199
39,3,1,0,1,1,150
39,3,1,44,1,0,145
2,2,1,0,1,0,131
19,2,1,81,0,1,80
0,3,1,69,1,1,950
20,1,7,53,0,0,55
2,2,1,0,0,0,90
1,6,1,0,0,1,50
8,2,1,331,2,0,59
2,30,91,346,1,1,125
1,14,1,0,1,0,50
133,1,3,336,0,0,75
0,7,6,321,0,2,25
3,3,1,0,0,0,75
4,7,1,0,1,1,110
5,1,2,0,0,2,40
1,2,2,36,0,1,260
4,15,1,0,1,1,495
70,2,3,0,0,0,250
68,4,1,271,1,1,195
10,1,1,363,1,1,1497
272,1,1,305,1,1,239
6,3,1,0,1,1,60
0,1,1,0,2,1,92
0,1,3,0,0,0,40
29,2,1,200,1,1,110
7,30,39,332,1,1,140
0,30,4,0,1,1,155
13,3,1,0,0,0,60
1,3,2,90,2,0,45
9,4,1,70,0,1,130
5,2,1,0,0,1,68
30,3,2,101,0,1,200
1,3,1,0,0,0,75
0,2,3,0,0,1,79
4,3,1,0,0,1,150
0,30,33,364,1,1,487
208,1,1,261,1,1,109
0,3,1,0,0,0,65
34,7,1,36,0,0,45
5,2,1,0,0,1,350
12,2,1,284,0,1,140
14,3,1,29,1,1,196
38,3,3,365,1,0,75
2,3,1,0,1,0,120
0,1,1,0,0,0,40
8,30,91,342,1,1,125
17,2,1,175,3,1,119
55,2,1,18,0,1,105
2,30,6,335,0,1,210
67,1,1,337,4,1,99
5,2,4,311,0,0,80
3,2,1,19,1,1,199
0,1,1,0,1,1,180
74,2,3,62,1,0,100
173,2,1,276,1,0,92
0,1,2,0,0,0,70
54,4,1,0,3,1,95
5,14,1,0,0,1,88
1,2,4,349,4,1,85
30,1,5,48,4,0,142
3,30,91,341,1,1,133
42,2,2,54,2,0,45
1,1,1,0,0,0,65
8,1,1,191,0,0,125
2,3,2,339,1,0,90
25,1,3,9,1,0,70
3,60,1,365,0,0,100
5,2,1,1,1,0,70
0,3,1,0,0,0,59
151,1,1,325,0,0,59
7,1,2,365,1,1,900
38,1,7,47,2,0,60
13,3,3,176,3,0,30
28,2,1,64,1,1,299
117,1,4,118,0,2,28
3,3,1,0,1,0,65
0,1,1,111,1,1,250
20,30,1,249,1,1,90
3,2,1,83,0,0,80
5,1,3,272,1,1,212
1,1,1,0,1,0,79
82,3,1,140,0,1,228
5,5,1,13,1,1,232
210,2,1,261,1,1,115
35,4,2,5,0,0,34
0,1,1,228,1,1,225
19,2,1,0,1,1,340
3,3,1,25,1,1,223
0,30,2,357,1,1,145
29,3,1,41,1,0,249
0,3,1,0,1,0,100
48,30,1,0,0,1,150
39,3,2,300,0,0,50
0,5,1,0,0,1,105
0,2,1,0,0,0,65
1,2,2,363,2,0,75
32,2,1,55,2,1,165
84,2,4,103,1,0,135
35,1,2,9,0,1,235
133,1,1,267,1,1,110
42,5,1,267,1,1,198
27,1,2,62,0,1,97
4,2,2,341,0,0,215
88,21,1,364,0,0,80
7,3,1,58,0,0,60
0,30,121,363,1,1,239
13,2,1,176,1,0,129
4,3,1,155,4,0,80
5,30,25,254,1,1,255
0,1,2,0,0,1,140
0,30,2,338,0,1,120
0,3,1,99,0,0,54
1,1,10,342,1,0,197
7,2,1,0,1,0,35
0,1,2,0,0,1,75
16,2,1,11,0,0,85
84,5,1,69,1,1,325
91,4,2,215,0,1,55
10,7,1,11,0,1,89
0,1,1,56,0,0,35
5,7,1,8,1,1,111
64,1,3,238,0,0,88
96,1,2,79,0,0,58
1,30,121,345,1,1,369
7,30,12,52,1,1,155
5,1,1,89,0,0,100
2,1,1,88,4,0,80
67,2,2,20,1,0,50
7,3,2,357,4,0,35
22,2,1,1,0,1,109
5,5,1,0,0,1,99
1,2,1,115,1,1,499
1,1,1,70,2,0,49
11,11,3,11,0,0,55
1,30,37,1,2,0,41
2,2,1,0,1,1,166
2,2,2,3,1,1,400
8,2,1,45,0,0,59
0,14,1,0,0,0,106
0,30,2,54,0,0,33
65,1,8,320,2,2,39
18,1,8,297,2,0,89
10,1,1,356,2,0,49
8,2,1,0,0,1,190
2,5,1,0,1,1,140
3,1,1,0,1,1,275
9,1,1,0,1,1,200
64,2,1,132,1,1,145
0,1,1,0,0,0,145
0,3,1,0,1,1,980
9,2,327,346,1,1,229
21,3,1,0,1,1,135
0,2,1,0,1,1,100
3,5,2,355,2,0,45
0,4,1,0,0,0,125
3,4,1,16,0,1,220
2,2,1,0,1,1,185
63,2,4,336,4,0,60
3,1,1,0,1,1,99
0,1,1,0,0,0,50
23,5,1,301,1,1,650
2,5,2,0,0,1,200
78,1,4,337,2,0,45
71,2,6,304,0,0,110
0,1,1,0,0,0,158
16,2,1,0,0,0,69
3,15,11,331,0,0,45
9,4,2,351,3,1,249
0,30,49,365,1,1,138
0,1,1,365,1,2,70
9,2,2,41,0,1,110
27,30,8,137,1,1,104
11,7,1,98,0,0,71
7,365,1,337,1,0,99
1,3,1,292,1,1,900
185,1,2,73,2,1,93
2,2,1,0,1,1,450
0,5,1,0,0,0,80
4,1,1,0,0,0,50
13,20,3,0,1,0,110
0,1,1,0,2,0,69
26,5,1,344,0,1,137
42,2,1,0,0,0,60
2,1,1,0,0,0,60
13,2,1,24,1,0,90
103,1,11,0,0,0,45
4,30,96,331,1,1,190
6,2,1,0,0,1,80
2,2,2,224,0,1,60
3,3,1,19,1,1,154
3,4,1,0,0,0,46
8,2,1,0,1,1,215
0,14,1,0,0,1,110
29,7,1,3,1,1,303
0,1,1,0,1,1,110
2,3,2,0,1,0,75
6,2,1,0,0,0,43
1,1,6,365,0,0,99
84,2,1,178,2,1,170
6,2,1,0,2,0,30
1,14,1,0,1,1,225
55,2,1,348,1,0,125
28,20,3,188,2,0,65
9,16,1,23,1,0,78
0,30,103,191,2,0,35
54,4,1,0,0,1,101
3,3,1,0,0,0,40
22,2,2,83,0,1,149
1,1,1,0,0,0,66
